idproducto,titulo,descripcion,fecha_inicio,fecha_termino,precio,imagen,vendidos,tags,,,,
48,Perfume Adidas para caballero ¡Elige tu favorito!,"<p>ADIDAS DEEP ENERGY BY ADIDAS FOR MEN 100ML EDT</p><p>

Adidas Deep Energy&nbsp;de&nbsp;Adidas&nbsp;es una fragancia de la familia olfativa amaderada aromática para hombres. <br>

Las notas de salida son bergamota y mandarina.<br>

Las notas de corazón son violeta, cardamomo, manzana y lavanda azul.<br>

Las notas de fondo son cedro de Texas, madera de gaiac, pachuli, ámbar y almizcle.<br>

ADIDAS DYNAMIC PULSE BY ADIDAS FOR MEN 100ML EDT<br>

Lanzada en 1999. <br>

Las notas altas son manzana verde, hoja de tomate, perejil, pimienta negra, anís, menta verde, pimienta, piña tropical, mandarina. <br>

Las notas medias: gengibre, madera de cedro, lavanda, jazmín, junípero, geranio y almizcle. <br>

Las notas de base: madera de sándalo, tomillo y musgo de roble.<br>

ADIDAS EXTREME POWER BY ADIDAS FOR MEN 100ML EDT<br>

Adidas Extreme Power&nbsp;de&nbsp;Adidas&nbsp;es una fragancia de la familia olfativa amaderada aromática para hombres.&nbsp;Adidas Extreme Power&nbsp;se lanzó en 2012. <br>

Las notas de salida son gálbano, bergamota y limón (lima ácida).<br>

Las notas de corazón son geranio, café y manzana verde.<br>

Las notas de fondo son sándalo, pachuli, cedro y haba tonka.<br></p><p>

¡Aroma único y con clase! <br>

</p>",2016-10-04 00:00:00,2016-10-10 23:59:00,90184,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33406/91ca0897ed86283370d8617812c41fc785cd12c2.full.jpg,3,"Perfume,Adidas",,,,
49,Organizador de bolsa color a elegir  50%,"<p>CAMBIA DE BOLSA DIARIAMENTE EN MENOS DE UN MINUTO

</p><p>EL ÚNICO QUE POR SU DISEÑO, MATERIAL Y TAMAÑO NO SE DEFORMA NI SE HACE BOLAS

</p>

<p>TODAS TUS COSAS EN DONDE LAS  NECESITAS, CUANDO LAS NECESITAS.

</p>

<p>Ideal para llevar todo lo que siempre llevas en tu bolsa... ¡PERO ORDENADO Y A LA MANO!

</p>

<p>¡FACILITA TU VIDA Y EVITA EL RIESGO PERDER ALGO!</p>",2016-10-04 00:00:00,2016-10-10 23:59:00,52053,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33407/02e378ef1f36db8520399a3fb096804268c33491.full.png,36,"Organizador ,Organizador de Bolsa ,Bolsa,Accesorio ",,,,
50,Licuadora Taurus Pegaso 3VEL 1.5L 750W Acero,<p>Prepara las mejores salsas o combinaciones que a ti se te ocurran con la Licuadora Taurus Pegaso.&nbsp,</p><br><p>¡Dale sabor a tu vida!&nbsp,</p>,2016-10-04 00:00:00,2016-10-10 23:59:00,37445,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33408/fb1bf36c390be35339c6f9de8b6424ef07d12a44.full.png,61,"licuadora,taurus",,
51,Plancha alaciadora ¡Elige modelo! ,"<p><strong>Plancha Alaciadora Taurus Hera 35W 10 En 1</strong></p><p></p><ul><li>9 placas alisadoras para estilizar como si cepillaras.</li><li>Placas con recubrimiento cerámico.</li><li>Botón de encendido y apagado.</li><li>Cable giratorio 360 grados.</li></ul><p></p><p><strong>Plancha Alaciadora/Rizadora Taurus Ara 2 en 1&nbsp;</strong></p><p></p><ul><li>Plancha alaciadora 2 en 1 con placas curvas que permiten: alaciar, ondular y meter y sacar puntas.</li><li>Placas generadoras de iones con recubrimiento cerámico inyectadas con aceite de Argán para un cabello nutrido y sedoso.</li><li>Sistema de control de temperatura constante PTC: Professional Temperature Control.</li><li>Cable con rotación 360°.</li><li>Interruptor de encendido/apagado.</li></ul><p></p>",2016-10-04 00:00:00,2016-10-10 23:59:00,8079,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33409/7e63738986deb856e669371cb22a1429c56ffb27.full.jpg,32,"Plancha,Alaciadora,Cabello",,,,
52,Cepheus Mini-procesador de alimentos ¡Aprovecha!,"<p>¡Es hora de brindar a tu familia salud y una buena alimentación! Además, cocinar nunca había sido tan fácil con este mini procesador de alimentos de la marca Taurus ""Cepheus"" que Cuponatic México tiene para ti.<br></p>",2016-10-04 00:00:00,2016-10-10 23:59:00,56595,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33410/cd3397b8eff23b1228c8dd60abec8eae2f7949f2.full.jpg,73,procesador de alimentos,,,,
53,Báscula Taurus: Digital o Análoga ¡Elige!,"<p>¡Báscula de baño Taurus, ideal para saber si tus dietas y rutinas de ejercicio están siendo efectivas!<strong><br>Modelo Obelix</strong></p><p>* Moderno diseño extra plano<br>

* Superficie anti-derrapante<br>

* Peso máximo 130 kg<br>

* Compacta</p><p><strong><br></strong><strong>Modelo Prometeo</strong></p><p>

* Programable (genero, edad, altura) con memoria para 12 usuarios<br>

* Mide porcentaje de masa muscular, hidratación y grasa corporal<br>

* Panel digital y encendido automático<br>

* Peso máximo 150 kg<br>

* Diseño extra plano de vidrio templado</p>",2016-10-04 00:00:00,2016-10-10 23:59:00,7684,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33411/38ce5fea37d6320747a5abcd2b2ccc813e6cb25f.full.jpg,94,"Báscula,Peso,Salud,Kilos",,,,
54,Rasuradora Taurus Baco/Harmony ¡Regalo perfecto para él!,"<p>Dile adiós al vello y hola a la suavidad de tu rostro con esta increíble rasuradora Taurus Baco/Harmony.<br></p><ul><li>- 3 cabezales independientes para afeitado cómodo y sin irritación.</li><li>- Recargable.</li><li>- Hasta 45 minutos de uso continuo.</li><li>- Ideal para usar en la regadera.</li><li>- Se adapta a las curvas del rostro y el cuello.</li><li>- Incluye delineador de patilla y bigote, cepillo y tapa protectora.</li><li>- Totalmente lavable.</li></ul><p></p>",2016-10-04 00:00:00,2016-10-10 23:59:00,66733,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33412/8903332b65bf08c9499a2935f0481e9425ca58c4.full.jpg,40,Rasuradora,,,,
55,Horno tostador Toscano ¡Comidas crujientes!,"<p></p><p>Caliente y pon a tostar tus platillos favoritos para darles ese consistencia crujiente que a todos nos gustas.</p><ul><li>12 litros de capacidad.</li><li>Control con temperatura máxima 230°C (450°F).</li><li>4 resistencias de cuarzo.</li><li>Temporizador programable de hasta 15 minutos.</li><li>Permite: descongelar, calentar, asar, tostar y gratinar.</li><li>Rejilla con dos posiciones de uso.</li><li>Puerta de vidrio refractario con agarradera.</li><li>Incluye parrilla para asar y charola para hornear.</li><li>Indicador luminoso.</li></ul><p></p>",2016-10-04 00:00:00,2016-10-10 23:59:00,13860,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33413/1c98d249f725a40b44afeb7dc14f8cab16484eff.full.jpg,24,"Horno,Tostador",,,,
56,"Tostador Taurus Leonis 7Niv, 580W Cromado ","<p>Prepara los mejores desayunos con este tostador, tu familia te amará por el amor y sabor que les darás en cada mañana.</p><p><br></p><ul><li>Regulador de temperatura con 7 niveles para tostado perfecto.&nbsp;</li><li>Capacidad para 2 rebanadas.&nbsp;</li><li>Botón de paro automático.&nbsp;</li><li>Amplias aberturas ideales para cualquier tipo de pan.&nbsp;</li><li>Cuerpo cromado.&nbsp;</li><li>Diseño compacto y de fácil limpieza.</li></ul><p></p>",2016-10-04 00:00:00,2016-10-10 23:59:00,92838,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33414/0413d4dc77c196d814c897e5c9fc3451a88a6635.full.png,90,"tostador ,cromado,pan",,,,
57,Sandwichera Taurus ¡Cocínalos como te gustan!,<p></p><p>¿El hambre te invadió y no sabes qué comer? Prepárate unos deliciosos sandwiches con la sandwichera Mini Lanche Max.</p><ul><li>Capacidad para un sandwich</li><li>Placas con recubrimiento antiadherente</li><li>Indicador luminoso de alistamiento</li><li>Seguro de cierre&nbsp,</li><li>Patas antiderrapantes</li></ul><p></p>,2016-10-04 00:00:00,2016-10-10 23:59:00,74274,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33415/a549f128ccdb492019562fcee8b9c64e84bf49d2.full.jpg,94,Sandwichera,,,
58,Cafetera Taurus Verona 3 en 1,"<p>¿Te gusta despertar con actitud todas las mañanas?</p><p>Con la cafetera Taurus Verona lo lograrás, prepararás el mejor café y así mismo despertarás la actitud que necesitas por la mañana.</p><br><p>¡Empieza tus días con algo rico!&nbsp;</p>",2016-10-04 00:00:00,2016-10-10 23:59:00,55759,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33416/db50cc69abf148881c4f414bb1bd3c203d691ad1.full.png,83,cafetera,,,,
59,Sándwichera Taurus Lanche ¡Elige modelo! ,"<p>Realiza los mejores sándwiches para tu familia, cualquiera de nuestros modelos te encantará...</p><br><p><br></p>",2016-10-04 00:00:00,2016-10-10 23:59:00,61046,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33417/a49f906db7d64826e36fc142513cfffcb914b427.full.png,43,"sándwichera ,cocina",,,,
60,MANICOMIO ¡Circo de los Horrores! 25%,"<p>Hay lugares que almacenan grandes cantidades de energía impregnada en la

 atmósfera. Las emociones más profundas, tanto negativas como positivas, quedan grabadas en el ambiente de los lugares que están siendo o han sido habitados.</p><p>Así, en un parque de atracciones casi seguro que se respirará felicidad eterna por doquier. Pero... ¿y en un viejo manicomio? Oscuros y angostos pasillos, habitaciones con ventanucos para observar a los internos, interminables escaleras, cámaras de castigo acolchadas, aire denso en los pulmones con un fuerte olor a cerrado, a humedad y miedo, mucho miedo.</p><p>Observen sus estancias y escuchen atentamente los lamentos. Voces del pasado que quieren decirnos algo. Voces de auténtico terror. El Circo de los Horrores nos traslada en esta ocasión a un antiguo manicomio del siglo XVIII, tenebroso y aparentemente olvidado lugar donde la locura no tiene límites: <strong>""El Manicomio del Circo de los Horrores""</strong>. Un espacio siniestro y de alto riesgo en el que conviven, excéntricos y resignados mortales, con peligrosos asesinos que esperan el fatal desenlace en la silla eléctrica, el punto de no retorno. Todos conforman una curiosa familia de enajenados.&nbsp;</p><p>En el Manicomio, ingresa un personaje extremadamente ido y peligroso que se autoproclama “rey de los vampiros” descubrirá que sus seguidores no son momias, hombres lobos ni niñas poseídas sino una marea de majaras terminales, de tocados del ala y de pirados. En el Manicomio, vigilado por viles guardianes sin escrúpulos, trabajan torturadores cirujanos y enfermeras carniceras que destrozan cuerpos y cerebros bajo los efectos del delirio.&nbsp;</p><p>Dos intensas horas, en las que terribles acróbatas, excéntricos malabaristas, inestables enfermeras sexis, ilusionistas chiflados, entumecidos trapecistas, monologuistas con alteraciones de la realidad, payasos degenerados, sonámbulas colgadas y equilibristas exhibicionistas arrastrarán al público a través del inquietante mundo de la locura.</p><p><strong>¿QUÉ ES EL MANICOMIO DE LOS HORRORES?

</strong></p><p>El “Manicomio del Circo de los Horrores” es el resultado del éxito primer show, “El Circo de los Horrores”, dando así continuidad a un trabajo que está dando la vuelta al mundo.&nbsp;</p><p>Una vez más, en este nuevo espectáculo, el Circo de los Horrores fusiona el teatro de vanguardia, el circo contemporáneo y el cabaret más salvaje, sus inconfundibles sellos de identidad, en el que prima el terror psicológico y el humor ácido y grotesco.&nbsp;</p><p>Y no podría haber mejor maestro de ceremonias para este gran acto que el menos humano de los seres conocidos: el mítico Nosferatu. Hacemos de este personaje una fiel réplica del original, con sus dos horas de maquillaje y vestuario plagado de prótesis (orejas, dientes, nariz, lentillas, alzas) y un sinfín de trucos escénicos que le darán una fantástica credibilidad y un gran impacto visual, consiguiendo un realismo sin precedentes.&nbsp;</p><p>Su aspecto, su extrema crueldad y su inestabilidad emocional, hacen de él el mejor guía para adentrarse en el Manicomio Circo de los Horrores, donde los que aquí nos encontramos esperándote estaremos encantados de recibir a toda persona ávida de nuevas y diferentes experiencias. Y como todo maestro de ceremonias tiene su partener, quien mejor que Bitelsuso, el fantasma con peor carácter que existe en el inframundo. El terror, el humor negro y grandes dosis de adrenalina están asegurados.</p><p>Pero que nadie sufra antes de tiempo, que todo llegará. Porque en El Manicomio del Circo de los Horrores también hay una increíble escenografía, música cañera, baile y movimiento, muchos personajes, y espacio para el buen humor, la diversión y la risa, aunque ésta sea histérica.&nbsp;</p><p>Buscamos la inmediatez y el impacto visual. El fluir de la adrenalina está asegurado desde antes de que comience el espectáculo. Susto, impresión, miedo, mucho miedo..., y humor, mucho humor para calmar los ánimos cuando el miedo llegue a su cenit. Y todo, absolutamente todo, aderezado con gusto y sensibilidad, velando siempre porque el espectador lo disfrute de verdad.&nbsp;</p><p><strong>¿Alguien se atreve?</strong></p>",2016-10-04 00:00:00,2016-10-19 23:59:00,43146,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33379/4a9735421f4f8231b8de087ef3156a6103c604d4.full.png,70,"obra,teatro,circo,manicomio",,,,
61,¿Por qué las mujeres aman a los %#@? 50%,"<p>""Por qué Las Mujeres Aman A Los Pendejos"" es una obra de teatro que nos muestra el trasfondo de la gran duda que ha existido por todos los tiempos. Que es lo que los hombres hacen para gustarle a las mujeres y que es lo que a ellas les gusta de los hombres. Es una obra de teatro irreverente, llena de divertidas situaciones que en muchos, si no todos los casos, nos muestra la realidad de las parejas de la manera más divertida posible.<br></p>",2016-10-04 00:00:00,2016-10-19 23:59:00,35458,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33422/893a03cd528d68675c3ff43fb902ea8242c57d13.full.png,48,"obra,pendejos,teatro,comedia",,,,
62,12 Princesas en Pugna ¡La comedia más divertida! 62%,"<p>¡Y vivieron felices para siempre”. ¿Cuántas veces escuchamos esta frase de pequeños? ¡Qué equivocadas son esas palabras! <br>

Los cuentos de hadas, en especial los relatos que Walt Disney tomó para hacer algunas de sus películas, nos dan siempre una falsa idea de que la vida es tan fácil como enamorarse y llevar una vida plena. Así, sin más, el éxito en la vida de las princesas y protagonistas de los cuentos infantiles más populares radica en casarse con un príncipe azul y hacerlo feliz, aún viniendo de un estrato social distinto.&nbsp;</p><p>

La Compañía Teatral Sueño Imposible nos invita a conocer otro lado, más divertido y realista, de la vida de las 12 princesas de los cuentos de hadas. <br></p>",2016-10-04 00:00:00,2016-10-19 23:59:00,50480,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33423/7c7ee5a72d8cd8c7c7431bebdbfe77f6c3e12cb0.full.jpg,92,"Teatro,Princesas,",,,,
63,Esquizofrenia VENTA EXCLUSIVA ¿Podrás Escapar? 50%,"<p>Esquizofrenia es un proyecto que busca reinventar el genero del miedo y suspenso, llevando el terror a un nuevo nivel vivencial, en donde los participantes podrán vivir en primera persona la peor de las pesadillas.

</p><p>El evento consta de un intenso recorrido en el cual se privara de los sentidos visuales y auditivos en trayectos específicos y posteriormente expuestos a patrones de deslumbramiento específicos estimulando las percepciones del participante.

</p><p>Los participantes entraran en un estado de ""psicosis inducido"", escucharas voces, veras cosas que no están ahí, no sabrás quien te habla, quien te toca, ni quien esta atrás de ti, no podrás confiar en tus sentidos, no podrás diferenciar lo que es real y lo que no.&nbsp;</p>",2016-10-04 00:00:00,2016-10-19 23:59:00,25088,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33434/7fe46ff92387c34447209225d3358a1a77771c6c.full.png,26,"esquizofrenia,terror,exclusivo,nopodrasescapar",,,,
64,Cinturilla Colombiana en Látex para Mujer 60%,"<p><br></p><p>Tiene varillas que dan su apoyo para la espalda y una buena postura corporal; y el cierre frontal de gancho para asegurar la compresión. Cuenta con algodón hipoalergénico suave forro interior para proporcionarle una sensación cómoda en forma y fresco mientras que lo lleva puesto. Los mejores vestidos sin tirantes debajo para una ocasión muy especial!</p>

<p>Ayuda a adelgazar en su abdomen y la cintura para llevar a cabo-curvas naturales! Además de que tiene barras de metal en el lado de deshuesado, para ayudar a su cuerpo para estar en una buena postura. Este producto contiene látex.

</p>

<p>Si usted es alérgico o altamente sensibles al látex, este producto puede no ser adecuado para usted. Featuresfocus en la cintura. Desgaste cinchers de la cintura vedette meticulosamente diseñadas, que envuelve su figura, lo que te da las curvas sensuales y una cintura más delgada.

</p>

<p>Cuenta con cierre frontal de gancho para la seguridad mientras que le da la compresión única a solo vedette puede dar. Traer en prendas modeladoras firme control de vedette fabricada con tecnología avanzada de látex con memoria de forma y capacidad de elongación que proporciona una compresión única mostrando curvas sensuales prendas vedette sólo puede dar. Hecho de nylon, látex, algodón y el corsé spandexthe vedette ha sido diseñado pensando en las necesidades de la mujer de hoy en mente.

</p>

<p>Es ideal para dar forma a su cuerpo, la corrección de la postura, y la mejora de su figura. El uso constante va a cambiar la forma de su cuerpo, creando una nueva actitud, renovada sí Este y una mayor confianza en su vida. Esta prenda se produjo con las telas de la más alta calidad.

</p>

<p>Cada tamaño está diseñado solamente para ajustar sus medidas respectivas (ver cuadro de tamaños). Tenga en cuenta: este producto contiene látex. Si usted es alérgico o altamente sensibles al látex, este producto puede no ser adecuado para usted</p><p></p>",2016-10-04 00:00:00,2016-10-23 23:59:00,72442,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33397/00fe33a75c326dbc131fccfe8e0081f750775bff.full.jpg,74,"FAJA ,CINTURILLA ,LÁTEX ,LIPO SHAPER ,COLOMBIA ,FAJA COLOMBIANA ",,,,
65,Organizador de bolsa color a elegir  50%,"<p>CAMBIA DE BOLSA DIARIAMENTE EN MENOS DE UN MINUTO

</p><p>EL ÚNICO QUE POR SU DISEÑO, MATERIAL Y TAMAÑO NO SE DEFORMA NI SE HACE BOLAS

</p>

<p>TODAS TUS COSAS EN DONDE LAS  NECESITAS, CUANDO LAS NECESITAS.

</p>

<p>Ideal para llevar todo lo que siempre llevas en tu bolsa... ¡PERO ORDENADO Y A LA MANO!

</p>

<p>¡FACILITA TU VIDA Y EVITA EL RIESGO PERDER ALGO!</p>",2016-10-04 00:00:00,2016-10-24 23:59:00,60708,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33396/02e378ef1f36db8520399a3fb096804268c33491.full.png,70,"Organizador ,Organizador de Bolsa ,Bolsa,Accesorio ",,,,
66,Festival de Noche de Muertos en Xochitla ¡Tradiciones!,"<p>Como cada año, Xochitla Parque Ecológico (ubicado a pocos kilómetros al norte del Distrito Federal, en el municipio de Tepotzotlán, Estado de México) está listo para presentar su tradicional Festival de Noche de Muertos.<br>

Este “refugio de la flores” ofrecerá una serie de actividades, protagonizadas por calaveras y otros seres del ""más allá"", quienes permitirán a los asistentes -incluso a los más pequeños- disfrutar de una de las fiestas más emotivas del calendario mexicano: el Día de Muertos.<br>

¡Aquí tienes una buena opción para disfrutar de nuestras tradiciones!</p>",2016-10-04 00:00:00,2016-10-24 23:59:00,76568,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33418/51321f337e1d0637212f66d394e7711ee9564544.full.jpg,65,"xochitla,tradiciones,festival,muertos,tepotzotlan,tour 1 dia,guia,transporte",,,,
67,¡Juego de Pelota Prehispánico en Teotihuacán! TOUR 1DÍA,"<p>Distintos indicadores arqueológicos permiten suponer que el juego de pelota era una actividad conocida y practicada en la antigua ciudad de Teotihuacán. Las imágenes plasmadas en el mural de Tepantitla hacen alusión a distintas maneras de jugar a la pelota en espacios abiertos donde se utilizaban marcadores móviles y, posiblemente, en una cancha limitada por estructuras paralelas.</p><br><p>¡Disfruta de una parte de nuestra historia!</p>",2016-10-04 00:00:00,2016-10-26 23:59:00,8510,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33420/6071dd85551ce4b56911bc9890253d04d209f0c2.full.jpg,20,"teotihuacan,juego de pelota,tour 1 dia,tranvia,cuevas,talleres",,,,
68,LA LLORONA en Teatro Silvia Pinal ¡No Volverás a Dormir! 61%,"<p>Una Leyenda que ha motivado innumerables expresiones Artísticas en las diferentes aristas del Arte, pero que de manera particular, se ha sabido arraigar en lo más profundo de la memoria de los habitantes de la ciudad y que aún hoy en día, se divulga entre los diferentes Pueblos, Calles, Plazas Públicas y Recintos del País.&nbsp;

</p><p>Con más de 2000 representaciones a lo largo del País, Centro América y el Caribe, durante más de 15 años ininterrumpidos, hemos fungido como dignos y humildes exponentes de la Cultura Mexicana a través de este Relato; La Llorona, ha significado para mí y mis compañeros, más que una fuente de trabajo; nos ha permitido Comprender y reflexionar sobre la Importancia de dar a las Leyendas de nuestro País el lugar que se merecen como parte de nuestro Patrimonio. &nbsp;</p><p>Hablando a título personal, no conozco persona alguna  a las que he llevado la Obra de Teatro La Llorona, que no haya escuchado sobre la misma y su penoso lamento. En este espectáculo la música, escenografía e interpretación del elenco transporta al espectador al suspenso, al miedo y al terror, así que…<strong>¡NO DORMIRÁN JAMAS!</strong></p>",2016-10-04 00:00:00,2016-10-31 23:59:00,92682,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33433/af80b21c8d8b85a0400f5681fb4d3a1f07dfc33e.full.png,99,"obra,teatro,terror,llorona",,,,
69,Cuidado íntimo ¡Porque lo mereces! ,"<p>Los cuidados personales son una parte importante del día a día, la intimidad es de mayor importancia por lo que traemos para ti unas opciones para tu cuidado, tú eliges la que más te convenga.&nbsp;</p><br><p>¡Tú eres lo más imporatnte!&nbsp;</p>",2016-10-04 00:00:00,2016-11-04 23:59:00,24454,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33393/713ad40a76fbaac6a828f2d0887acf6df5e31330.full.png,3,cuidado íntimo ,,,,
70,Live Game ZOMBIE TOM Capítulo 2 + Cuarto Escape Laboratorio,"<p><strong>TOM Capítulo 2

</strong></p><p>Este es el primer live game en México en donde se puede vivir un apocalipsis zombie, donde se tendrá que ingresar a un hospital infectado para cumplir con 2 objetivos: terminar con los zombies (disparando con réplicas de airsoft) y descubrir que pasó resolviendo acertijos. El juego posee tres niveles de dificultad y cuenta con equipo de protección: casco, chaleco, guantes, coderas y rodilleras.</p><p>Termina con los infectados y resuelva acertijos para cumplir tu misión. &nbsp; &nbsp;</p>





<p><strong>Cuarto de escape: Laboratorio Zombie

</strong></p>

<p>Un científico ha experimentado con fuerzas sobrehumanas. Tu misión es encontrar la muestra del virus y escapar.

</p>

<p>Tienes 60 minutos para resolver todos los acertijos. ¿Podrás escapar?

</p><br>",2016-10-04 00:00:00,2016-11-09 23:59:00,60583,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33391/93b05d6bf942bd0d8a8d7953021e3dcdaebe2b52.full.png,80,"tom capítulo 2,laboratorio zombie ",,,,
71,Sierra Gorda en Querétaro ¡Magia y Aventura! 2DÍAS/1NOCHE,"<p>Dentro de este escenario considerado como Reserva de la Biosfera –la más rica en diversidad entre las reservas del país–, se encuentran las cinco misiones franciscanas de la Sierra Gorda fundadas y establecidas a mediados del siglo XVIII.

</p><p>Esta hermosa, y por mucho tiempo infranqueable región, fue una suerte de refugio natural para los grupos humanos que aquí habitaron: pames, jonaces, guachichiles, conocidos todos ellos bajo el nombre genérico de chichimecas. Y es que en cierto modo, esta imponente geografía impuso sus condiciones a la historia virreinal.</p><p>Visitando uno de los más grandes abismos de Mexico con Guacamayas en su habitad natural.</p>¡No te puedes perder este Tour!<br><p><br></p>",2016-10-04 00:00:00,2016-11-09 23:59:00,31095,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33428/e38676c7405ee1cee9711d74c3000eb33a5a3dbb.full.jpg,95,"sierra gorda,queretaro,tour 2 dias,1 noche,transporte terrestre,guia de viaje",,,,
72,Peeling Químico ¡Elimina Manchas y Líneas de Expresión! ,"<p>El peeling químico es un procedimiento que consiste en exfoliar la piel con la aplicación de diversas sustancias químicas, esto, con el objetivo de mejorar y restaurar el daño causado por la prolongada exposición al sol, envejecimiento prematuro, ayuda a desvanecer las marcas de acné, eliminar manchas, entre otros. Este tratamiento, principalmente se efectúa en la piel del rostro, pero también puede aplicarse en la piel de espalda, brazos, manos, etc.

</p>

<p>El peeling químico ayudará a mejorar el aspecto de la piel, eliminando distintas capas de la epidermis, esto, mediante el uso de agentes cáusticos y químicos,  esto produce la renovación de las capas de la piel, haciendo que luzca más joven, con menos arrugas, manchas.</p>",2016-10-04 00:00:00,2017-02-21 23:59:00,95650,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33392/ea4406213476bc37fe3150cc520644edb31ed5aa.full.png,90,peeling químico ,,,,
73,El Libro de la Selva ¡Vive la aventura junto a Mowgli!,"<p>Vive una emocionante aventura musical junto a el pequeño Mowgli y la sabia pantera Bagheera en su camino hacia la aldea del hombre, donde conocerás al extravagante Rey Louis, a la hipnótica serpiente Kaa, al adorable oso Baloo y el temible Shere Khan.<br></p>",2016-10-05 00:00:00,2016-10-08 23:59:00,67583,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33517/f211b4afb709733923cc6790423872f29d2f5aac.full.png,58,"teatro,libro,selva,obra",,,,
74,Bocina ¡El mejor volumen para tu música!,"<p>Bocinas estéreo sonido amplificador extra portátil, con un gran sonido para que pueda llevar su música favorita donde quiera que vayas.&nbsp;</p><p>Con diseño ligero, compacto.&nbsp;</p><p>Plug and play con 3,5 mm, compatibles con sus dispositivos de música portátiles.&nbsp;</p><p>Botón de encendido y control de volumen.&nbsp;</p><p>Requiere 3 baterías AAA (no incluidas).&nbsp;</p><p>Se conecta fácilmente a iPod, iPhone y otros dispositivos de audio.</p>",2016-10-05 00:00:00,2016-10-10 23:59:00,93320,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33507/46e83f2b4441db07817740e9b0f525131fb6ab7d.full.jpg,90,"Tecnología,Bocina,Música",,,,
75,Batidora Classic ¡Realiza los mejores postres! ,"<p>Classic Series Batidora de pie. Perfecto para cocinas de todos los tamaños, el mezclador clásico soporte de serie ofrece la potencia y durabilidad para mezclar grandes lotes. el poder de harina de 8 tazas. Motor de 275W de gran alcance. el control de 10 velocidades versátil.

</p>

<p>Transmisión de accionamiento directo duradero. cubo de unión de usos múltiples con cubierta metálica removible. Robusto, de construcción totalmente metálica. De fácil acceso, diseño de cabeza inclinable. Con capacidad para 4-1 / 2 cuartos de galón, cepillado recipiente de acero inoxidable. C gancho de la pasta. Apto para lavavajillas, batidor plano de nylon con recubrimiento, y el gancho para masa.

</p>

<p>Batidor de alambre de acero inoxidable. Industry's mejor cobertura-batidora de cuenco con 67 puntos acción de mezcla . Estándar de 115 V CA, 60 Hz enchufe, cable de 3 hilos, 3 clavijas.  ""Blanco con banda decorativa de plata.</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,74938,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33460/d3e0a69ae1c087a0d69c2e6644941dbb83d5e713.full.png,96,batidora ,,,,
76,Batidora Artisan ¡Realiza los mejores postres! ,<p>Batidora con base de cabeza inclinable de 4.7 L. Tazón de acero inoxidable pulido de 4.7 L con cómoda manija para su manejo. Batidor plano con recubrimiento. Batidor de 6 alambres.</p>,2016-10-05 00:00:00,2016-10-11 23:59:00,64027,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33461/ccc2e5f5fcdcf43c0c7459786156a986e2f13032.full.png,20,batidora ,,,,
77,Batidora Comercial ¡Realiza los mejores postres! ,"<p>Realiza los mejores postres con esta increíble batidora, para tu hogar o negocio, práctica y potente.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,22175,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33462/dec5711e51a2b0a7aa8d3a64f91d8422c001c6fe.full.png,27,batidora ,,,,
